Year,Season,Section,Top Hat,TH-Attendance,Homework #1,Homework #2,Homework #3,Homework #4,Homework #5,Homework #6,Homework #7,Homework #8,Homework #9,Homework #10,Homework #11,Homework #12,Homework #13,Homework #14,Homework #15,Homework #16,Homework #17,Homework #18,Homework #19,Homework #20,Homework #21,Homework #22,Hello Jack,Project #1,Project #2,Project #3,Project #4,Project #5,Project #6,Project #7,Project #8,Project #9,Project #10,Project #11,Midterm Exam #1,Midterm Exam #2,Final Exam,Participation
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,23.76,40.82,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10,8,9,5,4,10,9,8,6,10,8,83,65,84,3
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,68.32,79.59,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,9,9,10,8,8,6,9,8,9,8,9,87,90,90,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,54.46,83.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,9,8,6,7,9,9,8,8,6,11,8,84,79,80,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,43.56,79.59,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,0,1,0,2,0,0,9,9,7,7,10,8,9,7,7,10,9,77,55,80,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,62.38,83.67,2,2,1,1,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,1,2,2,0,10,7,8,7,8,10,9,8,9,9,8,52,81,75,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,29.7,32.65,2,2,1,2,0,2,0,1,2,2,1,2,2,2,0,2,2,2,2,2,2,2,0,10,8,9,8,8,8,8,9,9,12,8,92,87,78,3
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,57.43,91.84,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10,8,8,8,8,9,9,3,7,10,7,67,77,76,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,27.72,57.14,0,2,2,2,1,0,2,2,0,2,0,1,2,2,0,2,0,0,2,0,2,0,0,8,9,10,8,10,10,10,9,5,0,10,86,88,79,2
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,14.85,28.57,2,2,2,0,2,2,0,2,2,2,0,2,0,0,2,2,2,2,2,2,2,2,0,10,10,10,7,5,10,3,8,9,10,10,65,70,67,3
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,59.41,89.8,2,2,1,2,0,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,0,10,8,7,5,8,8,9,8,7,10,9,90,73,85,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,49.5,95.92,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10,8,8,7,8,9,10,8,7,9,9,92,70,82,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,57.43,87.76,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10,8,7,8,8,9,8,9,7,9,9,68,80,82,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,9.9,14.29,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,61.39,97.96,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,10,8,9,7,10,10,9,9,10,11,8,81,88,83,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,42.57,67.35,2,2,1,2,1,2,1,1,0,1,0,2,0,2,0,2,0,0,2,0,2,0,0,8,7,0,6,9,10,10,8,7,10,8,77,84,82,3
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,24.75,87.76,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,10,8,7,8,9,7,7,8,5,0,0,77,85,67,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,55.45,95.92,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10,8,10,10,10,10,9,10,8,12,10,89,95,85,4
2019,Autumn,35160 | CSE 2221: CM 213 4:10 - 5:05 and 35161 | CSE 2221: PO 155 4:10 - 5:05,54.46,95.92,2,2,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10,8,8,7,9,10,9,10,9,12,8,48,82,90,4
